Topic Name (Required),Topic Description (Optional),Topic Type (Optional),Native Text (Required),Native Context Line (Optional),Translation Text (Required),Translation Context Line (Optional),Translation Hint (Optional),Pronunciation Override (Optional)
Basic Grammar Patterns,,,Existence (animate います),,います,For living things; there is/are,,
Basic Grammar Patterns,,,Ability (できます),,できます,,,
Basic Grammar Patterns,,,Let's (〜ましょう),,〜ましょう,,,
Basic Grammar Patterns,,,Invitation (〜ませんか),,〜ませんか,,,
Basic Grammar Patterns,,,Reason (〜から),,〜から,Because; sentence + から,,
Basic Grammar Patterns,,,Sentence ending (〜ね),,〜ね,Seeking agreement/confirmation,,
Basic Grammar Patterns,,,Sentence ending (〜よ),,〜よ,Emphasis/informing,,
Body & Health,Body parts and basic health-related terms.,0 - Vocab,body,,体,,からだ,からだ
Body & Health,,,head,,頭,,あたま,あたま
Body & Health,,,eye,,目,,め,め
Body & Health,,,ear,,耳,,みみ,みみ
Body & Health,,,mouth,,口,,くち,くち
Body & Health,,,hand,,手,,て,て
Body & Health,,,foot; leg,,足,,あし,あし
Body & Health,,,stomach; belly,,お腹,,おなか,おなか
Body & Health,,,tooth,,歯,,は,は
Body & Health,,,illness; sickness,,病気,,びょうき,びょうき
Body & Health,,,medicine,,薬,,くすり,くすり
Body & Health,,,painful; hurts,,痛い,,いたい,いたい
Clothing & Personal Items,Basic clothing items and personal belongings.,0 - Vocab,clothes,,服,,ふく,ふく
Clothing & Personal Items,,,shirt,,シャツ,,,
Clothing & Personal Items,,,pants; trousers,,ズボン,,,
Clothing & Personal Items,,,skirt,,スカート,,,
Clothing & Personal Items,,,shoes,,靴,,くつ,くつ
Clothing & Personal Items,,,socks,,靴下,,くつした,くつした
Clothing & Personal Items,,,hat; cap,,帽子,,ぼうし,ぼうし
Clothing & Personal Items,,,coat,,コート,,,
Clothing & Personal Items,,,glasses,,眼鏡,,めがね,めがね
Clothing & Personal Items,,,bag; briefcase,,鞄,,かばん,かばん
Clothing & Personal Items,,,umbrella,,傘,,かさ,かさ
Clothing & Personal Items,,,key,,鍵,,かぎ,かぎ
Clothing & Personal Items,,,wallet,,財布,,さいふ,さいふ
Home & Household,Household items and rooms in a home.,0 - Vocab,house; home,,家,,いえ,いえ
Home & Household,,,room,,部屋,,へや,へや
Home & Household,,,kitchen,,台所,,だいどころ,だいどころ
Home & Household,,,restroom; toilet (polite),,お手洗い,,おてあらい,おてあらい
Home & Household,,,bath; bathtub,,風呂,,ふろ,ふろ
Home & Household,,,stairs,,階段,,かいだん,かいだん
Home & Household,,,ceiling,,天井,,てんじょう,てんじょう
Home & Household,,,floor,,床,,ゆか,ゆか
Home & Household,,,wall,,壁,,かべ,かべ
Home & Household,,,garden; yard,,庭,,にわ,にわ
Home & Household,,,television,,テレビ,,,
Home & Household,,,radio,,ラジオ,,,
Home & Household,,,electricity; (electric) light,,電気,,でんき,でんき
Home & Household,,,refrigerator,,冷蔵庫,,れいぞうこ,れいぞうこ
Home & Household,,,dishes; tableware,,食器,,しょっき,しょっき
Home & Household,,,plate; dish,,皿,,さら,さら
Home & Household,,,chopsticks,,箸,,はし,はし
Home & Household,,,spoon,,スプーン,,,
Home & Household,,,fork,,フォーク,,,
Home & Household,,,knife,,ナイフ,,,
Home & Household,,,pot; pan,,鍋,,なべ,なべ
Home & Household,,,mirror,,鏡,,かがみ,かがみ
Home & Household,,,towel,,タオル,,,
School & Office,Words related to school, work, and places in those settings.,0 - Vocab,school,,学校,,がっこう,がっこう
School & Office,,,classroom,,教室,,きょうしつ,きょうしつ
School & Office,,,blackboard,,黒板,,こくばん,こくばん
School & Office,,,pupil; student (K-12),,生徒,,せいと,せいと
School & Office,,,class; lesson,,授業,,じゅぎょう,じゅぎょう
School & Office,,,exam; test,,試験,,しけん,しけん
School & Office,,,homework,,宿題,,しゅくだい,しゅくだい
School & Office,,,library,,図書館,,としょかん,としょかん
School & Office,,,cafeteria; dining hall,,食堂,,しょくどう,しょくどう
School & Office,,,company; firm,,会社,,かいしゃ,かいしゃ
School & Office,,,company employee,,社員,,しゃいん,しゃいん
School & Office,,,meeting; conference,,会議,,かいぎ,かいぎ
School & Office,,,job; work,,仕事,,しごと,しごと
Question Words,Core interrogatives for basic questions.,0 - Vocab,what,,何,,なに、なん,なに、なん
Question Words,,,who,,誰,,だれ,だれ
Question Words,,,when,,いつ,,,
Question Words,,,why,,どうして,,,
Question Words,,,how many,,いくつ,,,
Question Words,,,how much,,いくら,,,
Question Words,,,which kind,,どんな,,,
Question Words,,,how much/how long (approx),,どのくらい/どれくらい,,どのくらい,どのくらい
Counters,Common counters used at N5 level.,0 - Vocab,general counter (1–10),,〜つ,Native 1-10 counter,,
Counters,,,long thin objects,,〜本,For bottles/pens etc.,ほん,ほん
Counters,,,flat objects,,〜枚,For paper/plates etc.,まい,まい
Counters,,,small animals,,〜匹,For cats/dogs/fish etc.,ひき,ひき
Counters,,,machines/vehicles,,〜台,For cars/machines,だい,だい
Counters,,,occurrences/times,,〜回,Number of times,かい,かい
Counters,,,books/volumes,,〜冊,For books/notebooks,さつ,さつ
Counters,,,age (years old),,〜歳,Age in years,さい,さい
Counters,,,floors (storeys),,〜階,Floor number,かい,かい
Counters,,,months (duration),,〜か月,Number of months,かげつ,かげつ
Counters,,,hours (duration),,〜時間,Number of hours,じかん,じかん
Counters,,,days (duration/date),,〜日,Day(s) or day of month; Common readings: にち、か,,
Counters,,,weeks (duration),,〜週間,Number of weeks,しゅうかん,しゅうかん
Counters,,,small items (generic),,〜個,Generic small item counter,こ,こ
Counters,,,yen (price),,〜円,Price counter,えん,えん
Animals,Common animals and related words.,0 - Vocab,dog,,犬,,いぬ,いぬ
Animals,,,cat,,猫,,ねこ,ねこ
Animals,,,bird,,鳥,,とり,とり
Animals,,,rabbit,,うさぎ,,,
Animals,,,cow,,牛,,うし,うし
Animals,,,horse,,馬,,うま,うま
Animals,,,pig,,豚,,ぶた,ぶた
Animals,,,chicken,,鶏,,にわとり,にわとり
Animals,,,insect/bug,,虫,,むし,むし
Animals,,,animal,,動物,,どうぶつ,どうぶつ
Weather & Nature,Weather and basic nature vocabulary.,0 - Vocab,weather,,天気,,てんき,てんき
Weather & Nature,,,sunny/clear,,晴れ,,はれ,はれ
Weather & Nature,,,cloudy,,曇り,,くもり,くもり
Weather & Nature,,,rain,,雨,,あめ,あめ
Weather & Nature,,,snow,,雪,,ゆき,ゆき
Weather & Nature,,,wind,,風,,かぜ,かぜ
Weather & Nature,,,sky,,空,,そら,そら
Weather & Nature,,,mountain,,山,,やま,やま
Weather & Nature,,,river,,川,,かわ,かわ
Weather & Nature,,,sea/ocean,,海,,うみ,うみ
Weather & Nature,,,forest,,森,,もり,もり
Weather & Nature,,,flower,,花,,はな,はな
Adverbs & Frequency,Common adverbs of degree and frequency.,0 - Vocab,always,,いつも,,,
Adverbs & Frequency,,,often,,よく,,,
Adverbs & Frequency,,,usually,,たいてい,,,
Adverbs & Frequency,,,sometimes,,時々,,ときどき,ときどき
Adverbs & Frequency,,,occasionally,,たまに,,,
Adverbs & Frequency,,,a little/a bit,,少し,,すこし,すこし
Adverbs & Frequency,,,a lot/many,,たくさん,,,
Adverbs & Frequency,,,very,,とても,,,
Adverbs & Frequency,,,really/very,,すごく,,,
Adverbs & Frequency,,,already,,もう,,,
Adverbs & Frequency,,,not yet,,まだ,,,
Adverbs & Frequency,,,not much (with negative),,あまり,,,
Adverbs & Frequency,,,not at all (with negative),,全然,,ぜんぜん,ぜんぜん
Hobbies & Leisure,Everyday hobbies and leisure activities.,0 - Vocab,movie,,映画,,えいが,えいが
Hobbies & Leisure,,,music,,音楽,,おんがく,おんがく
Hobbies & Leisure,,,reading,,読書,,どくしょ,どくしょ
Hobbies & Leisure,,,travel,,旅行,,りょこう,りょこう
Hobbies & Leisure,,,sports,,スポーツ,,,
Hobbies & Leisure,,,walk/stroll,,散歩,,さんぽ,さんぽ
Hobbies & Leisure,,,cooking,,料理,,りょうり,りょうり
Hobbies & Leisure,,,photography/photo,,写真,,しゃしん,しゃしん
Hobbies & Leisure,,,video game(s),,ゲーム,,,
Hobbies & Leisure,,,karaoke,,カラオケ,,,
Hobbies & Leisure,,,shopping,,買い物,,かいもの,かいもの
Shopping & Money,Core shopping and payment vocabulary.,0 - Vocab,price,,値段,,ねだん,ねだん
Shopping & Money,,,cash register,,レジ,,,
Shopping & Money,,,change (money),,お釣り,,おつり,おつり
Shopping & Money,,,receipt,,レシート,,,
Shopping & Money,,,cash,,現金,,げんきん,げんきん
Shopping & Money,,,credit card,,クレジットカード,,,
Shopping & Money,,,fitting/try-on,,試着,,しちゃく,しちゃく
Shopping & Money,,,size,,サイズ,,,
Shopping & Money,,,sales floor/section,,売り場,,うりば,うりば
Shopping & Money,,,sale (discount event),,セール,,,
Shopping & Money,,,discount,,割引,,わりびき,わりびき
